评论ID,用户ID,评论内容,时间,日期,平台,点赞数,评论数,转发数
comment_003735,user_00260,这个产品真的很棒，太棒了！,2025-08-14 01:21:51,2025-08-14,芒果TV,296,8,80
comment_002673,user_00670,字节跳动的服务中规中矩，中规中矩。,2025-08-14 04:07:53,2025-08-14,B站,210,27,31
comment_003470,user_00762,这个小组很精彩，表现出色！,2025-08-14 04:46:17,2025-08-14,芒果TV,655,158,29
comment_004640,user_00112,这个这个猜想一般般，没什么感觉。,2025-08-14 05:29:31,2025-08-14,百度贴吧,134,44,10
comment_000152,user_00426,这本随笔一般般，可读可不读。,2025-08-14 09:07:31,2025-08-14,快手,285,6,4
comment_001464,user_00119,这个高尔夫球场很优秀，下次还要来。,2025-08-14 10:02:03,2025-08-14,B站,756,325,141
comment_000249,user_00807,这个公众号很精彩，体验很好。,2025-08-14 10:50:54,2025-08-14,百度贴吧,99,27,29
comment_000420,user_00123,获得了奖项中规中矩，可有可无。,2025-08-14 12:35:56,2025-08-14,秒拍,208,39,56
comment_004217,user_00515,这本随笔很出色，值得一读。,2025-08-14 13:06:48,2025-08-14,百度贴吧,694,117,158
comment_001175,user_00473,今天听了音乐，一切正常。,2025-08-14 13:19:43,2025-08-14,芒果TV,145,32,46
comment_003391,user_00977,今天天气很棒，适合参加了会议。,2025-08-14 15:49:50,2025-08-14,美拍,638,199,177
comment_000694,user_00545,这个系统一般化，能用但有缺陷。,2025-08-14 17:14:36,2025-08-14,映客,321,47,107
comment_000722,user_00978,这个支付软件普通，能用但有缺陷。,2025-08-14 19:20:42,2025-08-14,秒拍,281,47,71
comment_003101,user_00495,安装服务很满意，五星好评！,2025-08-14 21:01:15,2025-08-14,今日头条,637,33,155
comment_001764,user_00109,这个音乐厅很失望，下次不会来了。,2025-08-15 00:00:48,2025-08-15,腾讯视频,78,5,17
comment_004428,user_00080,这个图书馆很开心，下次还要来。,2025-08-15 05:33:30,2025-08-15,芒果TV,311,89,49
comment_004273,user_00470,这个导演的表现平淡，一般般。,2025-08-15 05:56:06,2025-08-15,秒拍,409,176,108
comment_000790,user_00038,这个安全性平平，可用但不常用。,2025-08-15 06:15:23,2025-08-15,爱奇艺,395,118,32
comment_000327,user_00472,会员服务很精彩，五星好评！,2025-08-15 07:21:06,2025-08-15,抖音,954,195,217
comment_004883,user_00017,今天的拉面很不爽，不推荐。,2025-08-15 08:07:27,2025-08-15,抖音,31,4,3
comment_004090,user_00875,这张专辑很糟糕，听了一遍就不想再听。,2025-08-15 10:39:47,2025-08-15,微博,89,5,22
comment_004410,user_00860,测试服务平平，基本满足需求。,2025-08-15 13:15:04,2025-08-15,火山小视频,54,19,5
comment_001929,user_00923,去了新地方普通，可有可无。,2025-08-15 16:52:10,2025-08-15,知乎,418,131,116
comment_001541,user_00806,今天天气很棒，适合做了运动。,2025-08-15 17:09:15,2025-08-15,小红书,222,18,74
comment_005210,user_00583,终于升职了了，很精彩！,2025-08-15 17:41:53,2025-08-15,西瓜视频,957,75,199
comment_002562,user_00657,这个动作游戏中规中矩，玩了但没上瘾。,2025-08-15 17:45:13,2025-08-15,美拍,26,9,3
comment_004272,user_00875,开发服务很赞，五星好评！,2025-08-15 17:48:27,2025-08-15,火山小视频,254,56,1
comment_001431,user_00562,新的洗衣机很差，性价比很低。,2025-08-15 19:23:43,2025-08-15,西瓜视频,68,23,11
comment_005334,user_00050,这部动画片很优秀，看得很开心。,2025-08-15 20:42:06,2025-08-15,微博,760,140,204
comment_004891,user_00786,终于实现了目标了，很棒！,2025-08-15 21:04:45,2025-08-15,知乎,372,40,25
comment_000652,user_00896,这个开发工具一般，能用但有缺陷。,2025-08-15 22:41:31,2025-08-15,秒拍,355,20,4
comment_001410,user_00796,新的手表很优秀，性价比很高。,2025-08-15 23:55:54,2025-08-15,百度贴吧,486,66,6
comment_002001,user_00523,这个产品真的很棒，很满意！,2025-08-16 02:01:36,2025-08-16,抖音,986,136,189
comment_002527,user_00862,今天看了电影，太差劲了，很失望。,2025-08-16 05:42:27,2025-08-16,秒拍,40,10,0
comment_002815,user_00324,这个这个观点很喜欢，很有创意。,2025-08-16 05:48:37,2025-08-16,B站,781,230,6
comment_003913,user_00560,这个乐队很赞，单曲循环了。,2025-08-16 07:02:55,2025-08-16,微信,184,85,26
comment_002259,user_00759,这首歌很烂，听了一遍就不想再听。,2025-08-16 07:34:33,2025-08-16,秒拍,47,19,3
comment_004718,user_00427,这个教练太很优秀了，支持！,2025-08-16 08:05:56,2025-08-16,今日头条,572,82,140
comment_005884,user_00294,这个这个提议很精彩，很有创意。,2025-08-16 10:02:35,2025-08-16,B站,172,30,50
comment_002099,user_00298,咨询服务很糟，一星差评！,2025-08-16 11:25:13,2025-08-16,知乎,88,44,14
comment_003887,user_00299,这个商场太差劲了，下次不会来了。,2025-08-16 11:35:22,2025-08-16,腾讯视频,15,1,3
comment_004134,user_00346,这个产品真的很棒，很满意！,2025-08-16 14:14:13,2025-08-16,西瓜视频,70,26,11
comment_003115,user_00805,这部音乐片很糟，看得很无聊。,2025-08-16 14:39:42,2025-08-16,腾讯视频,85,13,22
comment_005997,user_00395,终于买了新车了，结果很不爽！,2025-08-16 23:40:53,2025-08-16,百度贴吧,32,16,3
comment_001301,user_00918,这个产品真的很差，很差！,2025-08-17 00:34:23,2025-08-17,爱奇艺,71,10,14
comment_005456,user_00502,这个景区平平，和预期差不多。,2025-08-17 01:27:26,2025-08-17,B站,468,222,29
comment_004008,user_00506,这个流行歌中规中矩，听过就忘了。,2025-08-17 03:24:44,2025-08-17,今日头条,118,55,12
comment_003926,user_00893,这个这个假设一般，没什么感觉。,2025-08-17 03:30:59,2025-08-17,微信,58,5,6
comment_000655,user_00775,终于升职了了，很给力！,2025-08-17 05:11:47,2025-08-17,百度贴吧,442,27,119
comment_003700,user_00216,毕业了平淡，可有可无。,2025-08-17 06:50:22,2025-08-17,西瓜视频,66,16,18
comment_004593,user_00983,毕业礼物很糟心，收到很不开心。,2025-08-17 10:13:57,2025-08-17,豆瓣,33,7,10
comment_005898,user_00051,终于毕业了了，结果很无聊！,2025-08-17 13:42:03,2025-08-17,芒果TV,15,7,1
comment_002459,user_00751,肯德基的服务很满意，很满意。,2025-08-17 14:11:19,2025-08-17,秒拍,141,26,25
comment_003231,user_00128,终于升职了了，很喜欢！,2025-08-17 15:02:58,2025-08-17,火山小视频,221,82,24
comment_004153,user_00176,今天看了比赛，很讨厌，很失望。,2025-08-17 15:14:23,2025-08-17,秒拍,8,0,2
comment_002255,user_00907,网约车服务太棒了，五星好评！,2025-08-17 17:29:15,2025-08-17,火山小视频,427,131,111
comment_003215,user_00724,今天天气很优秀，适合吃了火锅。,2025-08-17 18:12:44,2025-08-17,火山小视频,122,55,20
comment_002386,user_00100,今天读了书，很满意。,2025-08-17 19:04:52,2025-08-17,微信,495,244,135
comment_003338,user_00424,这本报纸很精彩，值得一读。,2025-08-17 20:05:28,2025-08-17,豆瓣,402,36,95
comment_004674,user_00140,这个政治家太很糟糕了，很失望。,2025-08-17 20:26:57,2025-08-17,知乎,71,24,10
comment_003918,user_00993,这个材质很棒，解决了我的问题。,2025-08-18 02:37:58,2025-08-18,火山小视频,832,159,96
comment_002214,user_00795,这本历史书很开心，值得一读。,2025-08-18 04:27:08,2025-08-18,抖音,24,7,4
comment_001251,user_00861,今天学了新技能，一切正常。,2025-08-18 05:23:42,2025-08-18,美拍,250,65,72
comment_004655,user_00206,这部青春片很糟，看得很无聊。,2025-08-18 06:02:32,2025-08-18,微博,1,0,0
comment_003329,user_00599,结婚了一般化，可有可无。,2025-08-18 07:41:17,2025-08-18,百度贴吧,25,12,6
comment_001696,user_00563,这个健身房没什么特别，和预期差不多。,2025-08-18 08:38:23,2025-08-18,优酷,402,128,14
comment_001897,user_00277,找到了工作了，没什么特别的感觉。,2025-08-18 08:42:15,2025-08-18,小红书,134,46,35
comment_000212,user_00204,今天的寿司很烂，不推荐。,2025-08-18 11:04:22,2025-08-18,小红书,11,2,0
comment_005352,user_00907,今天天气很失望，影响了计划。,2025-08-18 11:37:30,2025-08-18,快手,11,4,0
comment_000912,user_00938,这本诗词很糟心，不值得读。,2025-08-18 13:07:26,2025-08-18,百度贴吧,48,10,6
comment_004045,user_00999,今天天气很讨厌，影响了计划。,2025-08-18 14:49:07,2025-08-18,小红书,99,1,19
comment_005266,user_00657,这个这个方法一般般，没什么感觉。,2025-08-18 15:28:45,2025-08-18,秒拍,352,102,54
comment_005944,user_00095,这个工程师太太差劲了了，很失望。,2025-08-18 15:43:07,2025-08-18,小红书,93,40,27
comment_000636,user_00613,新的微波炉很失望，性价比很低。,2025-08-18 16:42:38,2025-08-18,秒拍,78,8,26
comment_003905,user_00416,今天天气很喜欢，适合看了直播。,2025-08-18 16:57:52,2025-08-18,今日头条,851,205,208
comment_001803,user_00382,这本经济书很棒，值得一读。,2025-08-18 17:06:19,2025-08-18,小咖秀,303,93,1
comment_005077,user_00612,苹果的服务普通，中规中矩。,2025-08-18 17:22:21,2025-08-18,小咖秀,258,61,67
comment_004668,user_00275,腾讯的服务普通，中规中矩。,2025-08-18 17:24:53,2025-08-18,芒果TV,467,93,73
comment_001214,user_00048,这本杂志很糟，不值得读。,2025-08-18 18:07:54,2025-08-18,优酷,54,13,12
comment_000810,user_00318,这个产品真的很差，太差劲了！,2025-08-18 21:36:50,2025-08-18,秒拍,83,36,16
comment_002512,user_00904,拼多多的服务很赞，很满意。,2025-08-18 21:48:20,2025-08-18,小红书,570,161,138
comment_004160,user_00502,新的吸尘器一般化，能用但不算好。,2025-08-19 00:58:25,2025-08-19,爱奇艺,5,0,1
comment_003743,user_00979,今天天气很赞，适合参加了聚会。,2025-08-19 05:20:46,2025-08-19,抖音,831,271,200
comment_002066,user_00489,今天天气很糟，影响了计划。,2025-08-19 05:35:47,2025-08-19,芒果TV,54,24,15
comment_002730,user_00453,这个书店很差，下次不会来了。,2025-08-19 05:47:31,2025-08-19,芒果TV,18,7,5
comment_005444,user_00053,培训服务很惊艳，五星好评！,2025-08-19 09:14:53,2025-08-19,知乎,575,242,24
comment_000578,user_00918,这个办公软件中规中矩，能用但有缺陷。,2025-08-19 09:37:23,2025-08-19,芒果TV,32,14,5
comment_005129,user_00244,这首歌很出色，单曲循环了。,2025-08-19 11:37:55,2025-08-19,西瓜视频,25,12,0
comment_003426,user_00510,新的吸尘器很失望，性价比很低。,2025-08-19 12:05:27,2025-08-19,快手,58,27,12
comment_004796,user_00681,这款单机游戏很讨厌，玩得很生气。,2025-08-19 14:52:24,2025-08-19,火山小视频,85,0,9
comment_003311,user_00169,新的相机很糟心，性价比很低。,2025-08-19 14:52:44,2025-08-19,豆瓣,89,28,14
comment_004115,user_00228,这个支付软件很满意，体验很好。,2025-08-19 16:49:08,2025-08-19,微信,378,181,28
comment_004969,user_00872,这个这个推断很精彩，很有创意。,2025-08-19 16:50:47,2025-08-19,小咖秀,226,63,57
comment_000710,user_00264,结婚了很糟，浪费时间。,2025-08-19 16:55:26,2025-08-19,快手,33,14,8
comment_002754,user_00166,这个这个概念很满意，很有创意。,2025-08-19 18:39:36,2025-08-19,芒果TV,923,190,206
comment_000543,user_00034,字节跳动的服务很精彩，很满意。,2025-08-19 20:12:11,2025-08-19,映客,177,45,11
comment_001767,user_00654,这个这个设计很讨厌，很糟糕。,2025-08-19 20:35:48,2025-08-19,美拍,67,18,5
comment_000761,user_00407,今天看了电影，很糟，很失望。,2025-08-19 20:57:40,2025-08-19,爱奇艺,53,2,14
comment_001983,user_00325,这个客服组很给力，表现出色！,2025-08-19 21:39:29,2025-08-19,快手,517,164,48
comment_003292,user_00337,这个销售组寻常，表现平平。,2025-08-19 22:40:09,2025-08-19,优酷,57,14,9
comment_001314,user_00840,这个颁奖典礼一般，听过就忘了。,2025-08-19 23:17:26,2025-08-19,映客,433,34,60
comment_004014,user_00774,这个稳定性中规中矩，可用但不常用。,2025-08-19 23:50:55,2025-08-19,快手,173,73,29
comment_004784,user_00259,这个景区一般，和预期差不多。,2025-08-20 00:59:41,2025-08-20,美拍,365,56,102
comment_001636,user_00916,这个界面中规中矩，可用但不常用。,2025-08-20 01:17:04,2025-08-20,知乎,427,108,81
comment_001104,user_00498,这部悬疑片平平，没什么印象。,2025-08-20 02:44:15,2025-08-20,微博,313,57,82
comment_005707,user_01000,这个声明平平，没什么特别的。,2025-08-20 03:31:57,2025-08-20,优酷,54,12,3
comment_004390,user_00536,支付服务一般般，基本满足需求。,2025-08-20 03:53:05,2025-08-20,快手,416,186,116
comment_000668,user_00411,这个博物馆太差劲了，下次不会来了。,2025-08-20 04:46:56,2025-08-20,映客,75,37,3
comment_004012,user_00083,新的扫地机器人很喜欢，性价比很高。,2025-08-20 05:12:01,2025-08-20,微博,354,43,70
comment_004997,user_00586,今天天气很糟糕，影响了计划。,2025-08-20 05:14:50,2025-08-20,快手,71,12,19
comment_005080,user_00294,这本传记太棒了，值得一读。,2025-08-20 08:02:23,2025-08-20,百度贴吧,840,164,58
comment_003641,user_00730,新的电视一般般，能用但不算好。,2025-08-20 09:38:43,2025-08-20,百度贴吧,355,103,1
comment_001625,user_00640,这部古装剧很精彩，看得很开心。,2025-08-20 13:23:37,2025-08-20,秒拍,724,42,79
comment_003622,user_00179,订阅服务太棒了，五星好评！,2025-08-20 14:20:12,2025-08-20,豆瓣,602,195,132
comment_002885,user_00368,节日礼物普通，收了但没惊喜。,2025-08-20 15:11:38,2025-08-20,微信,143,60,44
comment_004960,user_00452,礼券一般般，收了但没惊喜。,2025-08-20 15:14:14,2025-08-20,百度贴吧,325,91,89
comment_003276,user_00787,这个软件很给力，体验很好。,2025-08-20 17:10:03,2025-08-20,芒果TV,250,98,28
comment_002382,user_00917,新的智能音箱很满意，性价比很高。,2025-08-20 20:08:24,2025-08-20,小咖秀,967,358,74
comment_001311,user_00794,这个界面平淡，可用但不常用。,2025-08-20 21:07:43,2025-08-20,微信,239,67,22
comment_004947,user_00678,这个颁奖典礼很糟心，听了一遍就不想再听。,2025-08-20 21:50:30,2025-08-20,B站,82,32,22
comment_004143,user_00305,收到快递很优秀，很有意义。,2025-08-20 22:59:05,2025-08-20,小咖秀,360,12,81
comment_000216,user_00996,今天去了健身房，一切正常。,2025-08-20 23:38:54,2025-08-20,美拍,246,41,46
comment_001744,user_00500,这个公司普通，表现平平。,2025-08-21 00:10:39,2025-08-21,美拍,232,94,53
comment_002045,user_00242,终于获得了奖项了，很喜欢！,2025-08-21 00:16:44,2025-08-21,知乎,645,143,133
comment_004031,user_00329,美团的服务寻常，中规中矩。,2025-08-21 05:19:30,2025-08-21,优酷,319,129,58
comment_000575,user_00790,这个组织很喜欢，表现出色！,2025-08-21 06:03:53,2025-08-21,西瓜视频,222,66,67
comment_004218,user_00909,这个赛车游戏很惊艳，玩得很尽兴。,2025-08-21 07:05:22,2025-08-21,腾讯视频,400,114,122
comment_001558,user_00122,终于买了新车了，很精彩！,2025-08-21 07:41:10,2025-08-21,今日头条,912,30,17
comment_000662,user_00699,这个公告平平，没什么特别的。,2025-08-21 07:57:10,2025-08-21,美拍,281,39,66
comment_000402,user_00779,结婚礼物很喜欢，收到很开心。,2025-08-21 10:02:50,2025-08-21,微信,747,95,4
comment_004658,user_00465,这个项目组很差，表现很差！,2025-08-21 12:49:48,2025-08-21,西瓜视频,42,20,0
comment_000685,user_00426,这个公众号中规中矩，能用但有缺陷。,2025-08-21 16:45:23,2025-08-21,知乎,351,148,79
comment_004631,user_00211,这个科学家的表现一般般，一般般。,2025-08-21 18:50:17,2025-08-21,爱奇艺,382,13,86
comment_003111,user_00484,这本杂志很失望，不值得读。,2025-08-21 20:14:31,2025-08-21,西瓜视频,71,32,0
comment_001276,user_00521,这个动态一般化，没什么特别的。,2025-08-21 20:29:27,2025-08-21,西瓜视频,10,4,2
comment_003397,user_00529,这部电视剧寻常，没什么印象。,2025-08-21 23:14:24,2025-08-21,小红书,462,186,92
comment_001845,user_00147,星巴克的服务很糟糕，太差劲了。,2025-08-22 05:21:58,2025-08-22,小红书,12,1,2
comment_004458,user_00251,这个乐队很出色，单曲循环了。,2025-08-22 05:38:28,2025-08-22,优酷,612,18,106
comment_003901,user_00739,今天的奶茶没什么特别，没什么亮点。,2025-08-22 05:42:52,2025-08-22,百度贴吧,127,50,9
comment_005885,user_00035,这个消息寻常，没什么特别的。,2025-08-22 06:26:53,2025-08-22,映客,256,18,45
comment_001402,user_00142,这个网站很赞，体验很好。,2025-08-22 06:52:47,2025-08-22,西瓜视频,215,33,18
